epoch,l_data_loss,l_pde_loss,loss_total
1,0.22816510498523712,0.006921099498867989,0.22885721921920776
2,0.2281228005886078,0.00713729253038764,0.2288365364074707
3,0.22827695310115814,0.006385237909853458,0.2289154827594757
4,0.22809897363185883,0.006882175803184509,0.22878718376159668
5,0.22807711362838745,0.007295120041817427,0.22880662977695465
6,0.22808128595352173,0.007249108050018549,0.22880619764328003
7,0.22803841531276703,0.007000229321420193,0.2287384420633316
8,0.22804518043994904,0.006773505825549364,0.22872252762317657
9,0.22806505858898163,0.0067149801179766655,0.22873654961585999
10,0.22802628576755524,0.006803170777857304,0.22870659828186035
11,0.2279689460992813,0.006958458572626114,0.22866478562355042
12,0.22794730961322784,0.0070883603766560555,0.22865614295005798
13,0.22794386744499207,0.00712328776717186,0.22865620255470276
14,0.22792401909828186,0.007065351586788893,0.22863055765628815
15,0.22790203988552094,0.00696471007540822,0.22859850525856018
16,0.2278977483510971,0.006885166745632887,0.22858627140522003
17,0.2278943508863449,0.006865430157631636,0.22858089208602905
18,0.22786982357501984,0.006903262343257666,0.22856014966964722
19,0.22783583402633667,0.006972162984311581,0.2285330444574356
20,0.22781452536582947,0.007033900357782841,0.22851791977882385
21,0.22780340909957886,0.007057890761643648,0.22850920259952545
22,0.22778746485710144,0.007038407027721405,0.22849130630493164
23,0.22776837646961212,0.006993112154304981,0.2284676879644394
24,0.22775620222091675,0.0069514065980911255,0.22845134139060974
25,0.22774676978588104,0.006935293320566416,0.2284402996301651
26,0.22772875428199768,0.006948956288397312,0.22842365503311157
27,0.22770428657531738,0.006982391234487295,0.2284025251865387
28,0.22768424451351166,0.007017120253294706,0.22838595509529114
29,0.227669820189476,0.007035766262561083,0.22837339341640472
30,0.22765399515628815,0.007031181361526251,0.22835710644721985
31,0.22763681411743164,0.0070090871304273605,0.22833772003650665
32,0.2276231348514557,0.006984350271522999,0.22832156717777252
33,0.22761093080043793,0.006970949936658144,0.22830802202224731
34,0.22759422659873962,0.006975025869905949,0.22829173505306244
35,0.2275742143392563,0.006993559189140797,0.22827357053756714
36,0.22755639255046844,0.00701587600633502,0.22825798392295837
37,0.22754086554050446,0.007029386702924967,0.22824379801750183
38,0.2275247573852539,0.007026799023151398,0.228227436542511
39,0.22750921547412872,0.007010755594819784,0.22821028530597687
40,0.22749604284763336,0.0069920774549245834,0.22819525003433228
41,0.22748231887817383,0.0069823781959712505,0.22818055748939514
42,0.22746549546718597,0.006987220607697964,0.2281642109155655
43,0.2274477183818817,0.007002861704677343,0.22814799845218658
44,0.22743141651153564,0.0070184338837862015,0.22813326120376587
45,0.22741584479808807,0.007023211568593979,0.2281181663274765
46,0.22740063071250916,0.0070143225602805614,0.22810205817222595
47,0.22738675773143768,0.006998762954026461,0.22808663547039032
48,0.2273731678724289,0.006987849250435829,0.22807195782661438
49,0.2273576855659485,0.006988781504333019,0.22805656492710114
50,0.2273409068584442,0.006999884732067585,0.2280408889055252
51,0.22732476890087128,0.007012179587036371,0.22802598774433136
52,0.2273094654083252,0.007016354240477085,0.2280111014842987
53,0.2272946536540985,0.007009941153228283,0.22799564898014069
54,0.22728055715560913,0.006998901255428791,0.22798044979572296
55,0.22726644575595856,0.0069922590628266335,0.22796566784381866
56,0.2272510677576065,0.006994893308728933,0.2279505580663681
57,0.22723481059074402,0.007004281505942345,0.22793523967266083
58,0.22721901535987854,0.007013059686869383,0.2279203236103058
59,0.2272038757801056,0.007015035953372717,0.22790537774562836
60,0.22718915343284607,0.007009902969002724,0.22789014875888824
61,0.22717474400997162,0.0070028831250965595,0.22787503898143768
62,0.22716009616851807,0.0070000821724534035,0.22786010801792145
63,0.2271445244550705,0.007003770209848881,0.22784490883350372
64,0.22712856531143188,0.007011151872575283,0.2278296798467636
65,0.22711293399333954,0.0070169903337955475,0.22781462967395782
66,0.22709764540195465,0.007017690688371658,0.2277994155883789
67,0.22708271443843842,0.00701393885537982,0.22778411209583282
68,0.22706791758537292,0.007009797263890505,0.2277688980102539
69,0.22705267369747162,0.007009280379861593,0.22775359451770782
70,0.22703683376312256,0.007013340014964342,0.2277381718158722
71,0.22702084481716156,0.007019259501248598,0.22772276401519775
72,0.22700504958629608,0.007022936828434467,0.22770734131336212
73,0.22698955237865448,0.007022304926067591,0.22769178450107574
74,0.22697429358959198,0.007019062526524067,0.22767619788646698
75,0.22695888578891754,0.007017116993665695,0.22766059637069702
76,0.22694294154644012,0.007019061129540205,0.22764484584331512
77,0.22692665457725525,0.007023875135928392,0.22762903571128845
78,0.22691044211387634,0.00702793849632144,0.22761324048042297
79,0.22689442336559296,0.007028406485915184,0.22759726643562317
80,0.22687865793704987,0.007025975733995438,0.22758126258850098
81,0.226862832903862,0.007024042308330536,0.2275652438402176
82,0.22684653103351593,0.0070253401063382626,0.22754906117916107
83,0.2268298715353012,0.007029321044683456,0.22753280401229858
84,0.22681327164173126,0.007032876368612051,0.2275165617465973
85,0.22679685056209564,0.0070334975607693195,0.22750020027160645
86,0.22678056359291077,0.007031712215393782,0.22748373448848724
87,0.2267642319202423,0.007030322216451168,0.22746726870536804
88,0.2267475575208664,0.007031464949250221,0.22745069861412048
89,0.226730614900589,0.007034641690552235,0.22743408381938934
90,0.2267136126756668,0.007037467788904905,0.22741736471652985
91,0.22669681906700134,0.007038174197077751,0.22740063071250916
92,0.22668011486530304,0.00703719537705183,0.2273838371038437
93,0.22666335105895996,0.0070365616120398045,0.22736701369285583
94,0.2266463339328766,0.007037718780338764,0.22735010087490082
95,0.2266290932893753,0.007040324155241251,0.22733312845230103
96,0.22661185264587402,0.007042707875370979,0.22731612622737885
97,0.2265947163105011,0.0070436070673167706,0.22729907929897308
98,0.22657768428325653,0.0070433178916573524,0.22728201746940613
99,0.2265605628490448,0.007043284364044666,0.2272648960351944
100,0.22654327750205994,0.007044634781777859,0.22724774479866028
101,0.22652582824230194,0.007047064136713743,0.22723053395748138
102,0.22650839388370514,0.007049203384667635,0.2272133082151413
103,0.2264910340309143,0.007050061598420143,0.22719603776931763
104,0.22647377848625183,0.007050047162920237,0.22717878222465515
105,0.2264563888311386,0.007050521671772003,0.2271614372730255
106,0.22643887996673584,0.007052273955196142,0.22714410722255707
107,0.2264212816953659,0.0070546758361160755,0.22712674736976624
