epoch,l_data_loss,l_pde_loss,loss_total
1,0.6580192446708679,0.028037838637828827,0.6608230471611023
2,0.4628588855266571,0.012687982991337776,0.46412768959999084
3,0.3325892388820648,0.023171089589595795,0.33490633964538574
4,0.266600638628006,0.05081522464752197,0.27168217301368713
5,0.26138633489608765,0.08128589391708374,0.26951491832733154
6,0.28149524331092834,0.10385078191757202,0.2918803095817566
7,0.29242396354675293,0.11466554552316666,0.30389052629470825
8,0.2884500324726105,0.11159175634384155,0.2996092140674591
9,0.2744266390800476,0.10032329708337784,0.2844589650630951
10,0.25793856382369995,0.08702079951763153,0.26664063334465027
11,0.24653193354606628,0.07349008321762085,0.25388094782829285
12,0.24577952921390533,0.0605667345225811,0.25183621048927307
13,0.252847820520401,0.050028953701257706,0.257850706577301
14,0.259450763463974,0.04402489587664604,0.2638532519340515
15,0.2598892152309418,0.04302681237459183,0.2641918957233429
16,0.2546154856681824,0.04624428600072861,0.25923991203308105
17,0.24721449613571167,0.052699729800224304,0.2524844706058502
18,0.2417745292186737,0.06081670522689819,0.24785619974136353
19,0.2402932047843933,0.06886204332113266,0.24717940390110016
20,0.24194681644439697,0.0753888264298439,0.24948570132255554
21,0.24412880837917328,0.07939546555280685,0.25206834077835083
22,0.24458631873130798,0.0803660899400711,0.25262293219566345
23,0.24288998544216156,0.07844584435224533,0.2507345676422119
24,0.2402532398700714,0.0743638426065445,0.2476896196603775
25,0.23834282159805298,0.06909160315990448,0.24525198340415955
26,0.23811979591846466,0.06363183259963989,0.24448297917842865
27,0.23932673037052155,0.05893079563975334,0.24521981179714203
28,0.240802600979805,0.05572915077209473,0.24637551605701447
29,0.24135619401931763,0.05442081019282341,0.24679827690124512
30,0.24054135382175446,0.05503661930561066,0.24604502320289612
31,0.2388082891702652,0.05729879066348076,0.24453817307949066
32,0.23706258833408356,0.06067850813269615,0.24313044548034668
33,0.2360374480485916,0.06447938084602356,0.2424853891134262
34,0.23588256537914276,0.0679650530219078,0.24267907440662384
35,0.23618216812610626,0.07049452513456345,0.2432316243648529
36,0.23634415864944458,0.07163902372121811,0.24350805580615997
37,0.23605087399482727,0.07127319276332855,0.24317818880081177
38,0.23543551564216614,0.06959734857082367,0.24239525198936462
39,0.23489904403686523,0.06706313043832779,0.24160535633563995
40,0.23476313054561615,0.06424612551927567,0.24118773639202118
41,0.23503156006336212,0.06171874701976776,0.2412034273147583
42,0.23541049659252167,0.059939708560705185,0.2414044737815857
43,0.23554135859012604,0.059176404029130936,0.24145899713039398
44,0.2352558970451355,0.05947902053594589,0.24120379984378815
45,0.23466669023036957,0.060699108988046646,0.24073660373687744
46,0.234049990773201,0.06253073364496231,0.24030306935310364
47,0.23363563418388367,0.06456781178712845,0.2400924116373062
48,0.23346708714962006,0.06638006120920181,0.24010509252548218
49,0.2334202080965042,0.06760083138942719,0.24018028378486633
50,0.23334047198295593,0.06800828874111176,0.24014130234718323
51,0.2331753820180893,0.06757617741823196,0.23993299901485443
52,0.23299838602542877,0.06647337228059769,0.23964571952819824
53,0.2329201102256775,0.06501110643148422,0.23942121863365173
54,0.23297567665576935,0.06355731934309006,0.2393314093351364
55,0.23308725655078888,0.062444090843200684,0.2393316626548767
56,0.23312538862228394,0.061892107129096985,0.23931460082530975
57,0.23300941288471222,0.061971452087163925,0.23920655250549316
58,0.23276175558567047,0.06260421872138977,0.2390221804380417
59,0.23247845470905304,0.06359804421663284,0.23883825540542603
60,0.23225037753582,0.06469564884901047,0.23871994018554688
61,0.23210419714450836,0.06563157588243484,0.2386673539876938
62,0.23200687766075134,0.06619000434875488,0.2386258840560913
63,0.23191684484481812,0.06625468283891678,0.2385423183441162
64,0.23182712495326996,0.06583714485168457,0.2384108453989029
65,0.23176366090774536,0.06507140398025513,0.2382708042860031
66,0.23174713551998138,0.06417464464902878,0.23816460371017456
67,0.23176059126853943,0.06338503956794739,0.2380990982055664
68,0.23175515234470367,0.062895767390728,0.23804472386837006
69,0.23168739676475525,0.06280547380447388,0.23796793818473816
70,0.23155228793621063,0.06309998780488968,0.23786228895187378
71,0.23138290643692017,0.06366762518882751,0.23774966597557068
72,0.2312220185995102,0.06433802843093872,0.23765581846237183
